,Principal component 0,Principal component 1,Principal component 2,Principal component 3,Principal component 4,Principal component 5,Principal component 6,Principal component 7,Principal component 8,Principal component 9,Principal component 10,Principal component 11,Principal component 12,Principal component 13,Principal component 14,Principal component 15,Principal component 16,Principal component 17,Principal component 18,Principal component 19,Principal component 20,Principal component 21,Principal component 22,Principal component 23,Principal component 24,Principal component 25,Spectral Centroid Overall Standard Deviation,Spectral Rolloff Point Overall Standard Deviation,Spectral Flux Overall Standard Deviation,Compactness Overall Standard Deviation,Spectral Variability Overall Standard Deviation,Root Mean Square Overall Standard Deviation,Fraction Of Low Energy Windows Overall Standard Deviation,Zero Crossings Overall Standard Deviation,MFCC Overall Standard Deviation 1,MFCC Overall Standard Deviation 2,MFCC Overall Standard Deviation 3,MFCC Overall Standard Deviation 4,MFCC Overall Standard Deviation 5,MFCC Overall Standard Deviation 6,MFCC Overall Standard Deviation 7,MFCC Overall Standard Deviation 8,MFCC Overall Standard Deviation 9,MFCC Overall Standard Deviation 10,MFCC Overall Standard Deviation 11,MFCC Overall Standard Deviation 12,MFCC Overall Standard Deviation 13,LPC Overall Standard Deviation 1,LPC Overall Standard Deviation 2,LPC Overall Standard Deviation 3,LPC Overall Standard Deviation 4,LPC Overall Standard Deviation 5,LPC Overall Standard Deviation 6,LPC Overall Standard Deviation 7,LPC Overall Standard Deviation 8,LPC Overall Standard Deviation 9,LPC Overall Standard Deviation 10,Method of Moments Overall Standard Deviation 1,Method of Moments Overall Standard Deviation 2,Method of Moments Overall Standard Deviation 3,Method of Moments Overall Standard Deviation 4,Method of Moments Overall Standard Deviation 5,Spectral Centroid Overall Average,Spectral Rolloff Point Overall Average,Spectral Flux Overall Average,Compactness Overall Average,Spectral Variability Overall Average,Root Mean Square Overall Average,Fraction Of Low Energy Windows Overall Average,Zero Crossings Overall Average,MFCC Overall Average 1,MFCC Overall Average 2,MFCC Overall Average 3,MFCC Overall Average 4,MFCC Overall Average 5,MFCC Overall Average 6,MFCC Overall Average 7,MFCC Overall Average 8,MFCC Overall Average 9,MFCC Overall Average 10,MFCC Overall Average 11,MFCC Overall Average 12,MFCC Overall Average 13,LPC Overall Average 1,LPC Overall Average 2,LPC Overall Average 3,LPC Overall Average 4,LPC Overall Average 5,LPC Overall Average 6,LPC Overall Average 7,LPC Overall Average 8,LPC Overall Average 9,LPC Overall Average 10,Method of Moments Overall Average 1,Method of Moments Overall Average 2,Method of Moments Overall Average 3,Method of Moments Overall Average 4,Method of Moments Overall Average 5,Chroma feature 0,Chroma feature 1,Chroma feature 2,Chroma feature 3,Chroma feature 4,Chroma feature 5,Chroma feature 6,Chroma feature 7,Chroma feature 8,Chroma feature 9,Chroma feature 10,Chroma feature 11
Principal component 21,-1.7985737783775098e-16,-6.764689730352706e-16,-2.4803576505468853e-16,-6.791603918535368e-17,-5.312859718507906e-16,7.679362710695127e-16,6.731281689439789e-17,4.879719249134992e-17,-8.83273443172903e-17,2.699678615033977e-16,3.480669547205317e-16,3.397121990144209e-16,-1.9855170211684484e-16,3.507833258051569e-18,-1.9471401139544266e-16,-2.888645644269997e-16,-4.025075486447158e-17,-2.065985400925036e-17,-2.4964921016372237e-17,1.4776296902770837e-16,-5.334536427180702e-16,1.0,-3.2510696362616656e-16,-6.355337685974154e-16,-1.6139017043420441e-16,-2.5227471941624435e-16,-0.06788615822560361,-0.013728471854992546,-0.11582897892669335,-0.02507759584917042,-0.21073507634316835,-0.21656909721762513,-0.18094277872329,-0.04578274130586629,-0.036603824273408435,-0.04510041393695206,0.11322549324438146,-0.013008135214348052,-0.1832989750753502,0.04748397600898821,0.002825840860794292,0.03359342181908184,-0.01324129167859121,-0.0038027346032242907,-0.04826930603764113,0.027470906490468995,0.002245401444019234,-0.06155221913044374,0.0905773370653276,0.13069738648265003,0.09735171055059429,-0.03520863307608185,-0.06000899379342984,-0.056679506308039806,-0.05742486933933046,-0.017527735171972963,,-0.07542968356764375,0.009444663224385452,0.10557408452125513,0.05215056902589887,0.07957622418718474,0.01737298559951989,0.010700744419532594,0.09354659721641012,-0.05582283388407457,0.10447917950370311,0.11179773797001295,-0.2882135092960774,0.018012903558543302,0.0928885376674092,-0.011069370019334921,-0.07991384342361599,-0.03915583544985065,0.1469764772865087,0.09403509721360886,-0.12470419105362937,-0.02993679587045833,0.04657114424141425,-0.07313970666492951,0.05713513503058212,-0.05735103160187868,0.03610299293041471,0.0009706149775498376,0.002003452003127327,-0.03312493106741857,-0.024533453651581324,0.046030071472624765,-0.023874984450706765,0.06698512528780573,0.0017805650469775122,0.11126046107490307,,0.1448196628702883,0.005354258450332868,-0.004754768336206255,-0.03101295588318663,-0.02295820485910442,0.06491582579838276,-0.1132330635205102,-0.1330387306167724,0.009249787485491484,0.17309784315339957,0.14386035061773042,-0.055375301816716696,-0.14417816714685355,-0.12378131528534747,-0.04679861456716289,0.03846957906302055,0.08379385101586814
Principal component 22,-1.521144127782664e-17,-1.117826729237682e-16,2.550578706280113e-17,-1.1207415251515121e-16,-5.555429780899505e-16,3.29457201049288e-16,1.8187851397091185e-16,-3.7106990439092907e-16,-8.656225347544398e-17,-2.768898163369783e-16,-1.1311316563138598e-16,1.423984238675432e-16,1.0534364869509601e-16,3.8721040825627623e-16,2.0261000632585435e-16,-1.9639178074896157e-18,7.518643310964412e-17,1.7476027135960256e-16,-2.1453508095369633e-16,-3.9435797053915205e-16,6.406928475521995e-17,-3.2510696362616656e-16,1.0,-4.559296407550223e-16,3.3185131997179124e-16,1.2257047078589287e-16,0.048952324284750555,-0.003935354864507992,-0.08647182263357649,-0.08295036973488382,-0.05115311347127397,-0.06926826451367611,-0.03087060833080008,0.05413034167001565,0.02219822521804144,-0.0021742909853723433,0.07636932721598769,0.04488739047646191,0.059260653813247986,0.2656905488518283,0.23773288333421586,-0.029788069180212828,-0.01031454495319791,-0.06492414978076878,0.10025363617736102,0.09508471221179468,0.05067743154426806,0.030336171121659664,0.004050467152498117,-0.11198345316527672,-0.1543286075591839,-0.18595547824243128,-0.11435027776733118,-0.06339351598186073,-0.026885507649988403,-0.021839668937521012,,-0.13943040901396295,0.07249733855190757,0.039327911796873824,0.002539555970117115,-0.0011384731627533363,-0.06701075783947083,-0.0574676336870488,0.0922866293003523,-0.04485376149749397,0.11027165073760256,0.10210685253930657,-0.07107046469326916,-0.06291850776065731,0.05154550384849866,-0.13207188329525626,0.015479038536538276,0.0240676391378814,-0.11086660654168738,-0.04925187125660498,0.07149947911362506,-0.04061525451682604,0.09748231566422533,-0.1226406458075445,-0.02192515597507388,-0.013073554224958303,-0.06199709118617639,-0.073812930844183,0.06656980682239057,-0.10597590631211798,0.01138215610750375,0.06282324369740011,-0.07756131126487373,-0.05323742783254196,-0.008116578476884677,-0.07172655195597107,,0.05594260549217672,-0.011361775152945341,-0.022852113303900162,0.016474926038732487,-0.0017820711845466335,0.05942749575490404,0.07914498580677001,-0.006664994081752119,-0.07908569225287035,-0.07690035894017609,0.06280879611664499,0.19839243199768394,0.20027533840309772,0.07629276165457038,-0.017717946158460184,-0.026298193171626124,-0.036172502694662906
Principal component 23,2.8722185514988497e-16,1.4980610340771116e-16,-6.254536368625142e-17,-1.5486924289088798e-16,-9.661611509652748e-17,-9.62230995634242e-17,-3.6541133053059427e-17,-4.154345904640501e-16,1.021277961655047e-16,-1.288188337958973e-16,-1.782688946263359e-16,-1.0906620534730047e-17,4.295570144138974e-16,1.215752674071189e-16,-1.3143689523155371e-16,-3.97959838127152e-17,-1.6316734433269862e-16,3.0531743087417667e-16,1.2031978525946832e-16,-4.1879798939203756e-16,6.979619025160199e-16,-6.355337685974154e-16,-4.559296407550223e-16,1.0,-3.9711789530314166e-16,-9.045108288991857e-16,0.031194141978074026,-0.01799304856366002,-0.016870622893391852,0.0822937724862057,-0.0005217145562622957,0.005971740510981021,-0.18541013838321185,0.00296694224536637,0.05504189299359673,-0.02003735599691502,-0.11104582421790732,-0.1558561974527983,-0.07448954059727117,0.036452104651296106,-0.06544889337436112,-0.14287938559215063,-0.09552006548872691,0.05885590813846806,-0.17225241555357684,-0.05323205438009424,-0.01781789468995753,0.05654240253738739,0.08936512318283586,0.10805198167268612,-0.009484622243777394,-0.06928962132216498,0.04811918469539735,0.04021416356694638,0.03717105026192972,0.10164961762439013,,0.06709731746067868,0.01546992068743611,0.04932397177787018,0.07740580811782137,0.0634152795667216,0.03690218753402913,0.028489582797923366,0.031372471185009604,0.07672922891952311,-0.01845151579391519,-0.020209487216073716,0.0554633876742672,0.008233308641341978,-0.01887134481612871,0.024455352784137793,-0.06592173542196698,0.1655614152271893,-0.0799360884265913,-0.10007094131335084,0.14201460731754317,-0.04183047090239826,0.05849029731398092,-0.07139276648849621,0.0682384410410978,-0.057675223794669425,0.10686345579957998,0.015621087432366168,0.05777581670622039,0.004191372040889797,0.00819438462316715,0.07166597329712363,0.06366474951952002,-0.09073353222744887,0.005649165795906561,-0.053016868617480215,,-0.001294411745751122,-0.02718406754083299,-0.03610393765697574,-0.011277286857307759,-0.02556194696048717,-0.11857312989066959,-0.1342772103450338,-0.10150615266366012,-0.03382348174774185,0.05890314527638061,-0.0008317605883786913,-0.15365227405817852,-0.18190958535793808,0.04724893200853168,0.10371974811605514,0.05952122943051286,-0.056761733289981776
Principal component 24,-1.400056316237255e-16,5.231883364388802e-17,4.961501298711776e-16,4.127673126211098e-17,2.392303925850536e-16,-1.2449062908188661e-16,-2.2281001345140414e-18,-1.9966486604400397e-16,1.8141927342800318e-16,-1.5832036282207878e-16,2.05318817694483e-16,1.1747269062850934e-16,1.3112535107238326e-16,1.523280773902345e-17,-1.4940468544004975e-16,3.9741704047677624e-16,1.8458575792589156e-16,2.400115273276811e-16,7.755610382662579e-17,-3.1553352414205537e-16,1.014759996145765e-15,-1.6139017043420441e-16,3.3185131997179124e-16,-3.9711789530314166e-16,1.0,4.051531693832616e-16,0.05265905170894418,0.02858544928039789,0.04334040408161012,0.14751013324716689,0.02949584449325897,0.019741988876353384,-0.05216878761535445,-0.005251226010289005,0.13625705732945906,-0.05414777128818846,-0.08651826935942229,-0.11786524693540794,-0.11706524677548577,-0.03250050678964691,-0.12865322617716313,-0.0048803490551709554,0.06253998704989047,-0.009527837903226777,0.016187596445694095,-0.06217752932000055,-0.17501075791316462,0.09826117137229995,0.0004905238146776462,-0.09601430188211256,-0.10328504409182342,-0.04903146915248897,0.03239230099516104,0.0426311733169687,0.09137351197009747,0.026963278800963886,,-0.02464748567717211,0.007867674742643636,0.006660630409244659,0.06458008786995235,0.0684583892021463,-0.012199110258803903,0.015117561334448942,0.06597739020390722,-0.08979588960871128,-0.05819246405216892,-0.05909721756265453,0.13557727694875266,-0.02625297029455138,-0.07980288801444722,-0.06723396389455441,-0.05765522307265695,-0.05261024313721509,-0.07015945557556834,0.03755656514232595,-0.018523710318358203,-0.011500281524843838,0.020809698325252077,0.022921140049159593,0.14112681178526817,0.03924677032957555,-0.016063929028500186,-0.0007820854658776911,0.04549848167351764,-0.031531081818916035,-0.11285045228521179,0.03318738182126588,0.04311348481274182,-0.0577419818134734,0.04628852047390312,-0.009404607659433292,,-0.05155967043664275,-0.019846204670746777,-0.03474950587835935,-0.010189877183163382,-0.019634456716679592,0.26647231811479455,0.029401788624543478,0.06332522145908845,-0.01640285681867244,-0.10159935592371488,-0.11041866095929216,0.018562553647327326,0.014899105171727604,-0.24812296753369792,-0.246130797039186,0.027936183540673478,0.25454807059206624
Principal component 25,-2.5656906967960347e-16,-4.188636367659114e-17,8.663150889005826e-17,-2.7298664193299706e-17,2.9919224162735327e-16,4.0082834321347746e-16,-1.5079409012413275e-16,1.2139147265562043e-16,-2.0667897507675874e-17,1.8050285896837815e-16,1.0546883157375897e-16,-1.8813088034295896e-16,-2.947533886425161e-16,2.5878181144261686e-16,1.8609754177744567e-16,8.88695547771128e-17,1.772542699772814e-16,-1.9300340249859746e-16,-4.1322352641103367e-16,2.377542326645242e-16,3.9160783783005927e-16,-2.5227471941624435e-16,1.2257047078589287e-16,-9.045108288991857e-16,4.051531693832616e-16,1.0,-0.05115980562820269,-0.025936953717309984,0.04601028924740543,0.02994711862478952,-0.04114363874115619,-0.04922066003712864,-0.08551990015094071,-0.04096019580843675,0.022429312749596017,0.06973605204509709,-0.02293597950402154,0.09277689768163273,0.19346114178505142,0.21033267906919656,0.1295580250122465,-0.05084942876384417,-0.12498254920853263,-0.12004763768673911,-0.09098090634232443,-0.053569478109246636,-0.06686785214980007,-0.04714250345030101,-0.020301570693669457,0.021039397350869293,-0.015322024526126405,0.06562543591218557,0.12248283993843882,0.1292968681359082,0.045546987393871405,0.07964426536223362,,-0.05953782644640371,-0.05811882738517579,-0.024072311279880354,0.03398603919811467,0.008506723986138907,0.03691674636742248,0.047832440267353143,-0.0001679628135317206,-0.0022153874585578246,0.037346365586539934,0.039055043961251576,-0.03774997216940974,0.03281472014311997,0.03682137160165146,-0.00356192507346001,-0.07641851790014231,0.07036989236176892,-0.0062342211282581965,-0.0936691200186146,0.09346766633495517,0.0035336542774019033,-0.03377646364931463,0.047070934870010336,-0.036491192405824456,0.04019653580828837,-0.11584828135412634,0.0382108475267217,-0.01610550695694387,0.048038952767871936,0.007428991508024306,-0.0005599829939086449,-0.02500232538482105,0.1030403097647883,-0.11950166013124548,0.04747023761115865,,0.02795636671104384,0.016939615347576938,0.014674476452010499,-0.00018882592769654092,0.012535690406170285,0.12636306641677544,0.055629449575599885,-0.03257294670210558,0.04506098789311119,0.09064155353896616,0.011307000155585037,0.037335123528606975,-0.07891126573308033,-0.08785005214486723,-0.12349820940475494,-0.014948158652385168,0.12491526318991059
Spectral Centroid Overall Standard Deviation,0.7056315690684363,-0.1225335014769946,0.0714111304967962,-0.20096107762250973,-0.09585279672608933,-0.056321012336001654,-0.07121241790667632,0.009444520963333295,0.0006547503465105735,0.08307646098320853,-0.3064536810824402,-0.06302723978095118,-0.15409653828196934,-0.3492995671020162,0.09644605856570782,-0.09029711483270518,-0.24617799001127377,-0.09214872662707137,-0.08022374159693384,-0.06174360614238207,0.0767125404495044,-0.06788615822560361,0.048952324284750555,0.031194141978074026,0.05265905170894418,-0.05115980562820269,1.0,0.9250603101800895,-0.09282150404071096,0.02162044287107199,0.010020623465792052,0.03994637330378461,0.10364287286218538,0.9130180079284437,0.19184900119779283,0.2465502502180755,0.22181336282767453,0.16569967148435163,0.18399715022940719,0.26575710331059527,0.25404323998042816,0.2355224382387595,0.275010241250857,0.2723515608780637,0.2762406105404808,0.30980318197267287,0.22457729857251552,0.8317853288544825,0.4216069209359697,-0.2034334705046101,0.07544884018862233,0.37681993087056437,0.4649722253528404,0.4817096573355167,0.48469359638617004,0.5077533964062838,,0.2409973636051116,0.8354662747447563,0.46630745425520104,0.301139741917356,0.19942770309356536,0.6613433564905957,0.6895808424241948,0.020300668266285293,0.050013499896407396,-0.09579590018095287,-0.05806732565298757,0.0003249938004830219,0.6293903791688349,0.09386027114712686,-0.6044351867580056,0.24463100258717216,-0.14807178513899524,0.16375407353646257,0.21894452226659958,0.308371811995703,0.03980565613249447,-0.1123277817644877,0.05529643860226466,0.0661689810167375,-0.07562972181728826,-0.02243013890150821,0.7271713343907986,-0.47218378693763735,-0.3151965036556651,0.20531013265745518,0.14502296725051061,0.19691708625535284,0.1580988624048855,0.29295372383848184,0.10561740695216237,,0.1564945816069382,0.6098973366650375,0.5346913250658896,0.44599774216726495,0.47623836973446376,-0.18250498430188905,-0.1714891966431915,-0.11946870213316511,-0.09331874979208203,-0.012604163866093962,-0.09291275424604582,-0.09398057748517405,-0.12369322638412157,-0.10010165550724985,-0.08227178343172628,-0.1521521153836633,-0.11759923548341063
Spectral Rolloff Point Overall Standard Deviation,0.8253818568256013,-0.07428285098078764,0.011218730379882158,-0.09399718079498379,-0.05896094646741818,-0.02955448490154286,-0.11158233304885626,-0.010887512937015797,-0.042080678986813135,0.0938565097618526,-0.2777779606682406,0.016912883705690142,-0.08691647078346425,-0.29571765440839876,0.0961161135476953,-0.13003170269142783,-0.21330991143638747,-0.039731309080857986,-0.015277233413200877,0.029705999018124228,0.058483305655766704,-0.013728471854992546,-0.003935354864507992,-0.01799304856366002,0.02858544928039789,-0.025936953717309984,0.9250603101800895,1.0,-0.0590325976570717,-0.006899245324808346,0.026286684521726486,0.06401903116079492,0.09377759904617425,0.9359918303955652,0.14827388833154342,0.1475076470029674,0.18827637680429157,0.15207089003977167,0.12101807432684103,0.2287342098252441,0.2018322041630168,0.22317614974409447,0.2575142111407106,0.21287874152374636,0.25942840860073413,0.2627863045048145,0.1811988614040249,0.7520627453305443,0.4688477935216469,-0.2664986293850922,0.042970763629525406,0.40524057999760177,0.49503543343252754,0.5322333795831516,0.5366698248660152,0.5664539180639938,,0.3529771008710597,0.8452420966325999,0.5244904057004446,0.2897959537308626,0.20784238590279605,0.7316391491725345,0.7815603341020402,0.08240967047265427,0.09336208423020717,-0.03881268178954203,0.0131416399882365,-0.07032120501380874,0.7383562555814871,0.2019204894820986,-0.677193484671814,0.3448648738077871,-0.19701816056296592,0.17259603970139253,0.20497660873144824,0.3224569034218053,0.039154808408531326,-0.11967971087344516,0.06584596269800146,0.07670095207988877,-0.1738566044054142,-0.06232297668802053,0.8362151210543289,-0.653235372979249,-0.33436682817468294,0.2747347880794457,0.27724095417355116,0.31691062615758975,0.2290444225887871,0.38384312884774646,0.1716124406887523,,0.2840064511713385,0.7480397333382455,0.6875216650073126,0.5537540603420052,0.5994497638858766,-0.1339030840232041,-0.13751941155091593,-0.08539320511769737,-0.07859628374593623,-0.020138467171740282,-0.08407414328264193,-0.032263301976474326,-0.05522012798084923,-0.047959340375855156,-0.02939044476990687,-0.08996873442877375,-0.059683085685507134
Spectral Flux Overall Standard Deviation,0.001726074611538285,0.286289033423871,0.2526152193154629,0.008789903666718843,0.6898747466329038,-0.22010382078854931,-0.24351943905714798,0.17077563253752695,0.0076736539741786005,0.06618313256654644,0.16658947268074617,-0.06544062803649002,0.04258967438831015,0.02857893190777238,-0.12529180263403517,0.03175901069798256,-0.100939886442648,-0.025212875278734805,0.12189299662499856,-0.010780618771016583,0.16827315288465883,-0.11582897892669335,-0.08647182263357649,-0.016870622893391852,0.04334040408161012,0.04601028924740543,-0.09282150404071096,-0.0590325976570717,1.0,0.19233243970337024,0.7722752622911908,0.7572436703120949,-0.010326062865315122,-0.12924404589688912,-0.06035367014050557,0.08815088415584921,0.16345340694639787,0.19155667409726618,0.1079204753863066,-0.018000747083248305,0.12391697526189062,0.11735085899178409,0.08233721127424384,0.11411182082436591,0.06560257230337144,0.04310353116126703,0.061977996688275125,-0.08877088367984588,0.1048455892186344,-0.003173609717821919,-0.03269828231254975,0.023925283117559967,-0.009829402623853704,-0.05133124306474722,-0.04918930027895729,-0.03034118433983437,,0.498048067205578,0.014398885623788993,0.15876127311300312,0.24907225850585213,0.25196411700359456,-0.14120512652887954,-0.12435205989196668,0.7049671141150143,-0.18166221032594437,0.5949999825399543,0.5785225246842476,0.09197246376599952,-0.1348394980518974,0.16096374526429955,0.11092426126645734,0.13066849089697832,0.04912714652820978,0.254076128131956,0.012159907469343716,-0.062338889469127245,-0.11232847078747919,0.02815498036192434,-0.06484162361874057,-0.17657163024931152,-0.030265550546738063,0.08535461955577532,-0.0943540716988191,-0.010213017653941803,0.21553038596818183,-0.06205617546245986,0.1730092006100242,-0.09998774812179126,-0.13923539891243053,-0.1425757922146506,-0.026511630209091294,,0.3529427372643501,-0.07340722244462974,-0.009578335653924061,0.03363350497481956,0.052258512317011514,0.16463267182109798,0.17441538237341017,0.1592735040495836,0.1900934260774111,0.05772089824775402,-0.043439109375901425,-0.07684393297587343,-0.07681098849242086,-0.05085829057099302,-0.09191220014504842,0.052583801751608795,0.1302126292793379
Compactness Overall Standard Deviation,-0.10136271307301989,0.0557184054628566,0.25329653829744325,0.17899651334413133,-0.0499846825177187,-0.20634848994051636,-0.1895574190597234,0.07020396655705659,0.12559327062350573,0.17096490709707632,-0.14136477410045895,-0.034230906636424335,0.01830272922170769,-0.06546813879504204,0.08785149774952676,0.03830776233047714,-0.12156962221932824,-0.1845057304695067,0.07418262017857151,-0.019265183663322246,0.048763015876967596,-0.02507759584917042,-0.08295036973488382,0.0822937724862057,0.14751013324716689,0.02994711862478952,0.02162044287107199,-0.006899245324808346,0.19233243970337024,1.0,0.16184539181342833,0.16504241847859913,-0.03377128598690658,-0.04977563876364112,0.6894828204570861,0.374976424696946,0.042153871389126865,0.12971875173864997,0.08331079354417992,0.06603361214506508,-0.019740817885179486,0.04620439674513,-0.003434270770745318,0.039245869701601196,0.04002628106538615,0.056113620655744594,0.07064963434713092,0.3873774980571653,0.20527217875243178,0.16109167678789033,0.029982371309609603,-0.0058486444982903734,-0.07810246141420056,-0.09604974648452469,-0.08854431639627475,-0.10711175349572383,,0.051751825745806695,0.14616503605550504,0.1719914471498311,0.2491935624099637,0.2341740012017784,-0.23697769831803575,-0.20843830782360948,-0.10693678752223804,0.11182204589640701,-0.08858671167635979,-0.10872303941681649,0.15152531083905033,-0.25129828483127037,-0.4536408450263833,0.18409011295924188,0.045162869115366655,0.15062829356532745,-0.008940538872903733,-0.12968406545088507,-0.18423150968796784,-0.13021976982997446,-0.08196148631460054,-0.13290749419776288,-0.10744028460853881,0.06189732620708309,0.06903782199838727,-0.0873818894615236,0.030326203218281098,0.1101619536868915,-0.08220750267192395,0.13203873958410917,0.09733526460150581,0.037870398375640255,-0.062494991994332984,0.05925020366607409,,-0.21150147702319824,-0.1933237366163425,-0.14085605409894048,-0.13354267350371593,-0.11333216184436558,0.20831209482318142,0.1476734354610493,0.17757741181838865,0.20648408817676425,0.19197491538033673,0.18192431434967665,0.10624032967762591,0.09160556135036807,-0.009174666016171939,-0.056696063888721775,0.012572764987672846,0.12995808170792753
Spectral Variability Overall Standard Deviation,0.09677427045711552,0.1985516352949618,0.17610373484770364,0.0952596546119867,0.7302986120825121,-0.20592299357078023,-0.2898293628346122,0.21397837860708316,0.05187575834289909,0.039931370538769925,0.08980873096739303,-0.18597089075596607,-0.002607117912871012,-0.08148352362687328,-0.01940301039279918,0.12859271979341869,0.01758804785904085,-0.09332109386131823,0.060518269627806986,0.03889941948613382,-0.16729270227879847,-0.21073507634316835,-0.05115311347127397,-0.0005217145562622957,0.02949584449325897,-0.04114363874115619,0.010020623465792052,0.026286684521726486,0.7722752622911908,0.16184539181342833,1.0,0.9953758462278965,0.19889761236927767,0.004180043269463525,-0.0071171628371890444,0.12628299809727273,0.1908014272451763,0.23465982191975462,0.13290367431009786,-0.029495659323699318,0.11309026225668467,0.10325787350097453,0.12107426535880332,0.11557258488432906,0.12160949831765434,0.06432516326553978,0.11342181191919418,0.0042950712819631795,0.1744437805333895,0.005068617949384966,-0.025524106490398945,0.048731690889990575,0.005884874281867535,-0.03283595044422745,-0.012871843814915494,0.0035301942354076087,,0.6452652669144032,0.11996560976307294,0.21831850729467522,0.25170920173233263,0.24828549544243136,-0.06153650335972785,-0.056026187699678626,0.6027618301779623,-0.034122202642414744,0.6537971823613284,0.6319784627499441,0.1631857478898303,-0.06322120663796982,0.20710912151159347,-0.00520234913042631,0.09143930163912997,0.029639261716045025,0.15908675825015758,0.010140803813389084,-0.021192482557243757,-0.10146303754823044,0.04083941287731589,-0.08412093590051795,-0.20798541951614402,-0.16259422143598107,-0.004693997057399042,-0.03482187915404535,-0.03403286614844365,0.11244610629486401,-0.04816520472066679,0.0970864431648487,0.03222672981913469,0.0019416749402049417,-0.019945491537471858,0.05089649747882921,,0.38794835272225553,0.002384495347002264,0.04094201025127855,0.08905099945561347,0.09472848077892447,0.1461869210012856,0.10350226152432217,0.06174075950068049,0.06299005401017312,-0.05117421481096092,-0.09055712971549885,-0.06306276343079856,-0.07180073451192527,-0.0855692102760043,-0.10801027853363457,0.07196823662983277,0.13059585976559765
Root Mean Square Overall Standard Deviation,0.1268316344495639,0.20430384892058462,0.14546354537337036,0.08716641109936402,0.7184690576661078,-0.21068542884744942,-0.30324901695052187,0.2097497536097902,0.052809174976414124,0.055958265402246694,0.06822528318056838,-0.18765379399308257,0.0005359366434626202,-0.10223709788754015,-0.01288927622208392,0.1406170199976147,0.020316227154647017,-0.09913606459404092,0.08373086558182949,0.05120847173920175,-0.18287674066276993,-0.21656909721762513,-0.06926826451367611,0.005971740510981021,0.019741988876353384,-0.04922066003712864,0.03994637330378461,0.06401903116079492,0.7572436703120949,0.16504241847859913,0.9953758462278965,1.0,0.21363029143109427,0.03730784289391443,0.007618928655469217,0.12273269801170936,0.184020972127265,0.23448801308266917,0.12973710335408475,-0.03922750240181973,0.10595601383906422,0.0936672576419552,0.11539489038051048,0.10646149566624967,0.11352252809124999,0.05199130103253231,0.10121836053809331,0.028068247206292564,0.18261105949587414,-0.008277234499448486,-0.024908484212561543,0.05108578411147846,0.008166507665164906,-0.025729702754336555,-0.006424962709442067,0.015517499303002103,,0.7015003662202446,0.14324537260465778,0.22598293461893404,0.24707834373201934,0.24055127456404887,-0.027748337100790096,-0.01656565001067997,0.5962614121004846,-0.023513060380122186,0.6395671812875642,0.6227276875242971,0.15176496461817296,-0.024221003039290007,0.21798646661969293,-0.035989008024601594,0.10110054898914703,0.04358764237850611,0.16728244348012752,0.02348032518529565,-0.004086706068992679,-0.08457771143134081,0.04213882015866313,-0.08409849007939141,-0.19720706616455128,-0.16248263231362886,-0.003378527054170271,0.006870139496172095,-0.07101460225866411,0.07940779172005205,-0.04499549361819081,0.09814359228258004,0.04713332213722233,0.022345253091372693,-0.0011404438483262386,0.060272378405354585,,0.4070672540736378,0.03874320307920791,0.0730133093195875,0.10669720183840811,0.11538454731833861,0.13891597261001015,0.10702240741517433,0.07225692879572626,0.07738725523240199,-0.03280554896856014,-0.07756784807517703,-0.047845396000044,-0.06287064432739406,-0.07111263079048073,-0.0933508871357235,0.08001305833147901,0.13183359469554612
