bay_city_rollers-saturday_night;not sad
beach_boys-i_get_around;not calming
beach_boys-i_get_around;not angry - agressive
beach_boys-i_get_around;not sad
beatles-strawberry_fields_forever;calming
beatles-strawberry_fields_forever;not angry - agressive
beatundercontrol-this_is_beatundercontrol;not calming
beautiful_south-one_last_love_song;not angry - agressive
beautiful_south-one_last_love_song;calming
beautiful_south-one_last_love_song;sad
beautiful_south-one_last_love_song;not happy
beck-where_its_at;happy
bee_gees-stayin_alive;not calming
bee_gees-stayin_alive;happy
bee_gees-stayin_alive;not angry - agressive
bee_gees-stayin_alive;not sad
belief_systems-skunk_werks;not angry - agressive
belief_systems-skunk_werks;not happy
belle_and_sebastian-like_dylan_in_the_movies;not sad
belle_and_sebastian-like_dylan_in_the_movies;not angry - agressive
belle_and_sebastian-like_dylan_in_the_movies;calming
belle_and_sebastian-like_dylan_in_the_movies;not happy
ben_folds_five-brick;sad
ben_folds_five-brick;not angry - agressive
ben_folds_five-brick;not happy
ben_folds_five-brick;calming
beth_quist-survival;not happy
beth_quist-survival;not angry - agressive
big_star-in_the_street;not sad
big_star-in_the_street;not angry - agressive
big_star-in_the_street;happy
billie_holiday-god_bless_the_child;not angry - agressive
billie_holiday-god_bless_the_child;calming
billy_bragg-jeane;not happy
billy_bragg-jeane;not calming
billy_bragg-jeane;sad
billy_joel-we_didnt_start_the_fire;not sad
billy_joel-we_didnt_start_the_fire;not calming
billy_joel-we_didnt_start_the_fire;happy
birthday_party-mr._clarinet;not happy
birthday_party-mr._clarinet;angry
birthday_party-mr._clarinet;not calming
birthday_party-mr._clarinet;sad
bjrk-army_of_me;not happy
bjrk-army_of_me;not calming
bjrk-army_of_me;angry
black_crowes-thorn_in_my_pride;not angry - agressive
black_crowes-thorn_in_my_pride;not sad
black_flag-six_pack;not happy
black_flag-six_pack;not calming
black_flag-six_pack;angry
black_flag-six_pack;aggressive
black_sabbath-black_sabbath;sad
black_sabbath-black_sabbath;not calming
black_sabbath-black_sabbath;not happy
black_sabbath-black_sabbath;aggressive
black_sabbath-black_sabbath;angry
blind_faith-had_to_cry_today;not happy
blind_melon-no_rain;not angry - agressive
blondie-rapture;not sad
blondie-rapture;not angry - agressive
blood_sweat_and_tears-sometimes_in_winter;not happy
blood_sweat_and_tears-sometimes_in_winter;not angry - agressive
blood_sweat_and_tears-sometimes_in_winter;calming
blue_yster_cult-burnin_for_you;not sad
blue_yster_cult-burnin_for_you;not angry - agressive
blue_yster_cult-burnin_for_you;happy
blur-country_house;not sad
blur-country_house;happy
blur-country_house;not angry - agressive
bo_diddley-you_cant_judge_a_book_by_its_cover;not angry - agressive
bo_diddley-you_cant_judge_a_book_by_its_cover;not sad
bo_diddley-you_cant_judge_a_book_by_its_cover;happy
bob_dylan-ill_be_your_baby_tonight;calming
bob_dylan-ill_be_your_baby_tonight;not angry - agressive
bob_marley_and_the_wailers-three_little_birds;not angry - agressive
bob_marley_and_the_wailers-three_little_birds;happy
bob_marley_and_the_wailers-three_little_birds;not sad
bob_marley_and_the_wailers-three_little_birds;calming
bob_seger-turn_the_page;calming
bob_seger-turn_the_page;not happy
bob_seger-turn_the_page;sad
bob_seger-turn_the_page;not angry - agressive
bobby_brown-my_prerogative;happy
bobby_brown-my_prerogative;not sad
bobby_fuller_four-i_fought_the_law;not sad
bobby_womack-womans_gotta_have_it;not angry - agressive
bobby_womack-womans_gotta_have_it;calming
bobby_womack-womans_gotta_have_it;happy
bomb_the_bass-bug_powder_dust;not calming
bomb_the_bass-bug_powder_dust;aggressive
bomb_the_bass-bug_powder_dust;angry
bon_jovi-livin_on_a_prayer;not sad
bon_jovi-livin_on_a_prayer;not calming
bonnie_tyler-total_eclipse_of_the_heart;sad
bonnie_tyler-total_eclipse_of_the_heart;not happy
bonnie_tyler-total_eclipse_of_the_heart;not angry - agressive
boo_radleys-wake_up_boo;not calming
boo_radleys-wake_up_boo;not sad
boo_radleys-wake_up_boo;not angry - agressive
boo_radleys-wake_up_boo;happy
boogie_down_productions-the_bridge_is_over;not calming
boogie_down_productions-the_bridge_is_over;angry
booker_t._and_the_mgs-time_is_tight;not sad
booker_t._and_the_mgs-time_is_tight;not angry - agressive
booker_t._and_the_mgs-time_is_tight;happy
boston-more_than_a_feeling;not sad
boston-more_than_a_feeling;not calming
boston-more_than_a_feeling;not angry - agressive
brad_sucks-overreacting;not angry - agressive
bread-if;not angry - agressive
bread-if;calming
breeders-cannonball;not calming
brenton_wood-lovey_dovey_kind_of_love;not sad
brenton_wood-lovey_dovey_kind_of_love;not angry - agressive
brenton_wood-lovey_dovey_kind_of_love;happy
brenton_wood-lovey_dovey_kind_of_love;calming
brian_eno-here_come_the_warm_jets;happy
britney_spears-im_a_slave_for_you;not angry - agressive
britney_spears-im_a_slave_for_you;happy
britney_spears-im_a_slave_for_you;not sad
bruce_springsteen-badlands;not sad
bruce_springsteen-badlands;not calming
bruce_springsteen-badlands;happy
bruce_springsteen-badlands;not angry - agressive
bryan_adams-cuts_like_a_knife;not sad
bryan_adams-cuts_like_a_knife;not calming
buddy_holly-peggy_sue;not angry - agressive
buddy_holly-peggy_sue;not sad
buena_vista_social_club-el_cuarto_de_tula;happy
buena_vista_social_club-el_cuarto_de_tula;not angry - agressive
buffalo_springfield-for_what_its_worth;calming
buggles-video_killed_the_radio_star;not angry - agressive
buggles-video_killed_the_radio_star;not sad
built_to_spill-i_would_hurt_a_fly;not happy
built_to_spill-i_would_hurt_a_fly;sad
burnshee_thornside-goodbye_on_a_beautiful_day;not angry - agressive
bush-comedown;aggressive
bush-comedown;angry
bush-comedown;not calming
bush-comedown;not happy
busta_rhymes-woo_hah_got_you_all_in_check;angry
buzzcocks-everybodys_happy_nowadays;not sad
buzzcocks-everybodys_happy_nowadays;not angry - agressive
buzzcocks-everybodys_happy_nowadays;happy
byrds-wasnt_born_to_follow;not sad
c_layne-devil_and_the_woman;not happy
c_layne-devil_and_the_woman;not angry - agressive
cab_calloway-minnie_the_moocher;not angry - agressive
cake-perhaps,_perhaps,_perhaps;sad
camper_van_beethoven-take_the_skinheads_bowling;not sad
camper_van_beethoven-take_the_skinheads_bowling;not angry - agressive
canned_heat-on_the_road_again;not angry - agressive
canned_heat-on_the_road_again;not happy
captain_beefheart_and_the_magic_band-safe_as_milk;not calming
captain_beefheart_and_the_magic_band-safe_as_milk;aggressive
captain_beefheart_and_the_magic_band-safe_as_milk;angry
cardigans-lovefool;not angry - agressive
cardigans-lovefool;happy
cargo_cult-garden;angry
carl_perkins-matchbox;not angry - agressive
carl_perkins-matchbox;not calming
carole_king-youve_got_a_friend;not angry - agressive
carole_king-youve_got_a_friend;calming
carole_king-youve_got_a_friend;happy
carpenters-rainy_days_and_mondays;calming
carpenters-rainy_days_and_mondays;not angry - agressive
carpenters-rainy_days_and_mondays;not happy
carpenters-rainy_days_and_mondays;sad
cars-good_times_roll;happy
cars-good_times_roll;not sad
cars-good_times_roll;not angry - agressive
cat_power-he_war;sad
cat_power-he_war;not calming
cat_power-he_war;not happy
catherine_wheel-black_metallic;not angry - agressive
catherine_wheel-black_metallic;calming
cc_music_factory-gonna_make_you_sweat_everybody_dance_now;not sad
cc_music_factory-gonna_make_you_sweat_everybody_dance_now;happy
chad_and_jeremy-before_and_after;sad
chad_and_jeremy-before_and_after;not angry - agressive
chad_and_jeremy-before_and_after;not happy
chad_and_jeremy-before_and_after;calming
chantal_kreviazuk-surrounded;sad
chantal_kreviazuk-surrounded;not happy
chantal_kreviazuk-surrounded;not angry - agressive
charles_mingus-mood_indigo;calming
charles_mingus-mood_indigo;sad
charles_mingus-mood_indigo;not angry - agressive
charles_mingus-mood_indigo;not happy
charlie_parker-ornithology;happy
charlie_parker-ornithology;calming
charlie_parker-ornithology;not sad
charlie_parker-ornithology;not angry - agressive
charlie_rich-behind_closed_doors;not sad
charlie_rich-behind_closed_doors;calming
charlie_rich-behind_closed_doors;happy
charlie_rich-behind_closed_doors;not angry - agressive
cheap_trick-dream_police;not sad
cheap_trick-dream_police;happy
cheap_trick-dream_police;aggressive
chemical_brothers-setting_sun;not happy
chemical_brothers-setting_sun;not calming
cheryl_ann_fulton-marsh_of_rhuddlan;not angry - agressive
cheryl_ann_fulton-marsh_of_rhuddlan;happy
cheryl_ann_fulton-marsh_of_rhuddlan;not sad
cheryl_ann_fulton-marsh_of_rhuddlan;calming
chet_baker-these_foolish_things;not angry - agressive
chet_baker-these_foolish_things;calming
chi-lites-stoned_out_of_my_mind;calming
chi-lites-stoned_out_of_my_mind;not sad
chi-lites-stoned_out_of_my_mind;not angry - agressive
chi-lites-stoned_out_of_my_mind;happy
chic-le_freak;not angry - agressive
chic-le_freak;not sad
chic-le_freak;not calming
chic-le_freak;happy
chicago-if_you_leave_me_now;not happy
chicago-if_you_leave_me_now;calming
chicago-if_you_leave_me_now;sad
chicago-if_you_leave_me_now;not angry - agressive
chills-i_love_my_leather_jacket;not sad
chills-i_love_my_leather_jacket;not angry - agressive
chris_juergensen-prospects;calming
chris_juergensen-prospects;not angry - agressive
chris_juergensen-prospects;not sad
christina_aguilera-genie_in_a_bottle;happy
christina_aguilera-genie_in_a_bottle;not angry - agressive
christina_aguilera-genie_in_a_bottle;not sad
chuck_berry-roll_over_beethoven;happy
chuck_berry-roll_over_beethoven;not sad
chumbawamba-tubthumping;not sad
chumbawamba-tubthumping;happy
chumbawamba-tubthumping;not angry - agressive
chumbawamba-tubthumping;not calming
church-under_the_milky_way;not happy
church-under_the_milky_way;not angry - agressive
cilla_black-alfie;calming
cilla_black-alfie;not happy
cilla_black-alfie;not angry - agressive
clarence_ashley-the_house_carpenter;not angry - agressive
clash-lost_in_the_supermarket;not angry - agressive
coasters-poison_ivy;not angry - agressive
coldplay-clocks;not angry - agressive
coldplay-clocks;calming
coldplay-clocks;not sad
contours-do_you_love_me;not angry - agressive
contours-do_you_love_me;not sad
contours-do_you_love_me;not calming
contours-do_you_love_me;happy
count_basie-lester_leaps_in;happy
count_basie-lester_leaps_in;not angry - agressive
count_basie-lester_leaps_in;not sad
count_basie-lester_leaps_in;calming
counting_crows-speedway;not happy
counting_crows-speedway;calming
counting_crows-speedway;sad
counting_crows-speedway;not angry - agressive
cowboy_junkies-postcard_blues;calming
cowboy_junkies-postcard_blues;not happy
cowboy_junkies-postcard_blues;sad
cowboy_junkies-postcard_blues;not angry - agressive
cranberries-linger;calming
cranberries-linger;not happy
cream-tales_of_brave_ulysses;not angry - agressive
cream-tales_of_brave_ulysses;sad
creedence_clearwater_revival-travelin_band;not sad
creedence_clearwater_revival-travelin_band;happy
creedence_clearwater_revival-travelin_band;not calming
crosby_stills_and_nash-guinnevere;not angry - agressive
crosby_stills_and_nash-guinnevere;not happy
crosby_stills_and_nash-guinnevere;calming
crosby_stills_nash_and_young-teach_your_children;not angry - agressive
crosby_stills_nash_and_young-teach_your_children;calming
curandero-aras;not angry - agressive
curandero-aras;not sad
cure-just_like_heaven;not angry - agressive
curtis_mayfield-move_on_up;not sad
curtis_mayfield-move_on_up;not angry - agressive
curtis_mayfield-move_on_up;happy
cyndi_lauper-money_changes_everything;not calming
cypress_hill-lowrider;not sad
daft_punk-da_funk;not calming
darkness-i_believe_in_a_thing_called_love;not sad
dave_matthews_band-ants_marching;not angry - agressive
dave_matthews_band-ants_marching;not sad
dave_matthews_band-ants_marching;happy
dave_matthews_band-ants_marching;calming
david_bowie-song_for_bob_dylan;happy
david_bowie-song_for_bob_dylan;not calming
de_la_soul-eye_know;not angry - agressive
de_la_soul-eye_know;not sad
dead_kennedys-chemical_warfare;not sad
dead_kennedys-chemical_warfare;aggressive
dead_kennedys-chemical_warfare;not calming
dead_kennedys-chemical_warfare;angry
dead_kennedys-chemical_warfare;not happy
def_leppard-pour_some_sugar_on_me;not calming
def_leppard-pour_some_sugar_on_me;not sad
dennis_brown-tribulation;calming
depeche_mode-world_in_my_eyes;not angry - agressive
depeche_mode-world_in_my_eyes;not sad
devo-girl_u_want;not angry - agressive
devo-girl_u_want;not calming
diana_ross_and_the_supremes-where_did_our_love_go;not angry - agressive
diana_ross_and_the_supremes-where_did_our_love_go;calming
diana_ross_and_the_supremes-where_did_our_love_go;happy
dido-here_with_me;calming
dido-here_with_me;not angry - agressive
dionne_warwick-walk_on_by;not angry - agressive
dionne_warwick-walk_on_by;sad
dionne_warwick-walk_on_by;not happy
dionne_warwick-walk_on_by;calming
dire_straits-money_for_nothing;not calming
dire_straits-money_for_nothing;not sad
dire_straits-money_for_nothing;happy
dj_jazzy_jeff_and_the_fresh_prince-summertime;happy
dj_jazzy_jeff_and_the_fresh_prince-summertime;not sad
dj_markitos-sunset_138_bpm_remix;not angry - agressive
dj_markitos-sunset_138_bpm_remix;not sad
django_reinhardt-brazil;not angry - agressive
django_reinhardt-brazil;happy
django_reinhardt-brazil;not sad
django_reinhardt-brazil;calming
domased-too_slow;not sad
domased-too_slow;not calming
domased-too_slow;not angry - agressive
donovan-catch_the_wind;not angry - agressive
doobie_brothers-china_grove;not sad
doobie_brothers-china_grove;not calming
doobie_brothers-china_grove;happy
doors-touch_me;happy
doors-touch_me;not angry - agressive
doors-touch_me;not sad
dr._dre-nuthin_but_a_g_thang;aggressive
dr._dre-nuthin_but_a_g_thang;not sad
dr_kuch-persuaders_dub;not calming
drevo-our_watcher_show_us_the_way;calming
drevo-our_watcher_show_us_the_way;not angry - agressive
drop_trio-slapjack;happy
drop_trio-slapjack;calming
drop_trio-slapjack;not angry - agressive
drop_trio-slapjack;not sad
duke_ellington_and_his_orchestra-caravan;not calming
duke_ellington_and_his_orchestra-caravan;happy
duke_ellington_and_his_orchestra-caravan;not angry - agressive
duke_ellington_and_his_orchestra-caravan;not sad
duncan_sheik-barely_breathing;not angry - agressive
duncan_sheik-barely_breathing;not calming
duran_duran-come_undone;sad
duran_duran-come_undone;not angry - agressive
duran_duran-come_undone;not happy
duran_duran-come_undone;calming
eagles-tequila_sunrise;calming
eagles-tequila_sunrise;not happy
eagles-tequila_sunrise;not angry - agressive
eagles-tequila_sunrise;sad
earth_wind_and_fire-september;not angry - agressive
earth_wind_and_fire-september;not sad
earth_wind_and_fire-september;happy
electric_frankenstein-teenage_shutdown;aggressive
electric_frankenstein-teenage_shutdown;angry
electric_frankenstein-teenage_shutdown;not sad
electric_frankenstein-teenage_shutdown;not calming
electric_frankenstein-teenage_shutdown;not happy
elliott_smith-baby_britain;calming
elliott_smith-baby_britain;happy
elliott_smith-baby_britain;not sad
elliott_smith-baby_britain;not angry - agressive
elton_john-tiny_dancer;not sad
elton_john-tiny_dancer;calming
elton_john-tiny_dancer;not angry - agressive
elvis_costello-less_than_zero;not sad
elvis_presley-heartbreak_hotel;not angry - agressive
elvis_presley-heartbreak_hotel;sad
eminem-my_fault;aggressive
erasure-chains_of_love;not calming
erasure-chains_of_love;happy
erasure-chains_of_love;not angry - agressive
eric_clapton-wonderful_tonight;not angry - agressive
eric_clapton-wonderful_tonight;calming
etherine-never_leave;not happy
etherine-never_leave;not angry - agressive
etherine-never_leave;calming
evanescence-my_immortal;sad
evanescence-my_immortal;not angry - agressive
evanescence-my_immortal;not happy
everly_brothers-take_a_message_to_mary;calming
everly_brothers-take_a_message_to_mary;not angry - agressive
everly_brothers-take_a_message_to_mary;sad
everly_brothers-take_a_message_to_mary;not happy
faith_hill-lets_make_love;not angry - agressive
faith_no_more-epic;not calming
faith_no_more-epic;not happy
faith_no_more-epic;not sad
faith_no_more-epic;aggressive
faith_no_more-epic;angry
falik-bliss;calming
falik-bliss;not angry - agressive
falik-bliss;not sad
fiona_apple-love_ridden;calming
fiona_apple-love_ridden;not happy
fiona_apple-love_ridden;sad
fiona_apple-love_ridden;not angry - agressive
fleetwood_mac-say_you_love_me;not angry - agressive
fleetwood_mac-say_you_love_me;calming
foo_fighters-big_me;calming
foo_fighters-big_me;not angry - agressive
foo_fighters-big_me;not sad
four_stones-brilliant_day_eine_kleine_mix;not angry - agressive
four_stones-brilliant_day_eine_kleine_mix;not happy
frank_sinatra-fly_me_to_the_moon;not sad
frank_sinatra-fly_me_to_the_moon;happy
frank_sinatra-fly_me_to_the_moon;not angry - agressive
frank_sinatra-fly_me_to_the_moon;calming
frank_zappa-whats_the_ugliest_part_of_your_body;not angry - agressive
frank_zappa-whats_the_ugliest_part_of_your_body;not sad
franz_ferdinand-come_on_home;not sad
franz_ferdinand-come_on_home;not calming
franz_ferdinand-come_on_home;not angry - agressive
franz_ferdinand-come_on_home;happy
garbage-hammering_in_my_head;angry
gene_clark-the_true_one;not happy
gene_clark-the_true_one;not angry - agressive
gene_clark-the_true_one;calming
gene_clark-the_true_one;sad
genesis-cuckoo_cocoon;calming
genesis-cuckoo_cocoon;not angry - agressive
george_harrison-all_things_must_pass;not angry - agressive
george_harrison-all_things_must_pass;calming
germs-lexicon_devil;not sad
gin_blossoms-hey_jealousy;not calming
gin_blossoms-hey_jealousy;not happy
gin_blossoms-hey_jealousy;sad
glen_bledsoe-p_pop;not sad
glen_bledsoe-p_pop;not calming
glen_bledsoe-p_pop;not angry - agressive
glenn_miller-in_the_mood;not angry - agressive
glenn_miller-in_the_mood;not sad
glenn_miller-in_the_mood;calming
glenn_miller-in_the_mood;happy
gloria_gaynor-i_will_survive;not sad
gloria_gaynor-i_will_survive;not calming
gloria_gaynor-i_will_survive;happy
go-gos-vacation;not angry - agressive
go-gos-vacation;happy
go-gos-vacation;not calming
go-gos-vacation;not sad
gram_parsons-1000_wedding;not happy
gram_parsons-1000_wedding;not angry - agressive
grateful_dead-high_time;not angry - agressive
grayson_wray-heaven_s_the_place;not angry - agressive
green_day-longview;not calming
green_day-longview;aggressive
guided_by_voices-kicker_of_elves;not calming
guided_by_voices-kicker_of_elves;not happy
guns_n_roses-november_rain;not happy
guns_n_roses-november_rain;not angry - agressive
hall_and_oates-private_eyes;not sad
howlin_wolf-moanin_at_midnight;sad
howlin_wolf-moanin_at_midnight;not happy
human_response-angels;not sad
hybris-hate;angry
hybris-hate;not happy
hybris-hate;aggressive
ike_and_tina_turner-river_deep_mountain_high;not angry - agressive
indidginus-dusty_lands;not angry - agressive
indidginus-dusty_lands;not calming
interpol-stella_was_a_diver_and_she_was_always_down;not happy
interpol-stella_was_a_diver_and_she_was_always_down;not angry - agressive
interpol-stella_was_a_diver_and_she_was_always_down;not calming
interpol-stella_was_a_diver_and_she_was_always_down;sad
introspekt-tbd;not angry - agressive
ivilion-d_b_l;not happy
ivilion-d_b_l;angry
jackalopes-rotgut;aggressive
jackalopes-rotgut;not calming
jackalopes-rotgut;not sad
jackson_5-abc;happy
jackson_5-abc;not angry - agressive
jackson_5-abc;not calming
jackson_5-abc;not sad
jacques_brel-les_vieux;calming
jacques_brel-les_vieux;not angry - agressive
jade_leary-going_in;not angry - agressive
jade_leary-going_in;not calming
jag-jag_s_rag;not angry - agressive
jag-jag_s_rag;not sad
james_brown-give_it_up_or_turnit_a_loose;happy
james_brown-give_it_up_or_turnit_a_loose;not sad
james_taylor-fire_and_rain;not angry - agressive
james_taylor-fire_and_rain;not happy
james_taylor-fire_and_rain;calming
jamie_janover-event_horizon;not angry - agressive
jamie_janover-event_horizon;not sad
jamie_janover-event_horizon;calming
jamiroquai-little_l;not angry - agressive
jamiroquai-little_l;happy
jamiroquai-little_l;not sad
jan_and_dean-surf_city;calming
jan_and_dean-surf_city;happy
jan_and_dean-surf_city;not angry - agressive
jan_and_dean-surf_city;not sad
janes_addiction-been_caught_stealing;not calming
janes_addiction-been_caught_stealing;happy
janes_addiction-been_caught_stealing;not sad
janet_jackson-miss_you_much;not sad
janet_jackson-miss_you_much;happy
janet_jackson-miss_you_much;not angry - agressive
jay_kishor-raga_malgunji_jor;calming
jay_kishor-raga_malgunji_jor;not sad
jay_kishor-raga_malgunji_jor;not angry - agressive
jeff_buckley-last_goodbye;not sad
jeff_buckley-last_goodbye;not angry - agressive
jefferson_airplane-somebody_to_love;not calming
jefferson_airplane-somebody_to_love;not sad
jerry_lee_lewis-great_balls_of_fire;not sad
jerry_lee_lewis-great_balls_of_fire;happy
jerry_lee_lewis-great_balls_of_fire;not angry - agressive
jerry_lee_lewis-great_balls_of_fire;not calming
jewel-enter_from_the_east;sad
jewel-enter_from_the_east;not angry - agressive
jewel-enter_from_the_east;calming
jimi_hendrix-highway_chile;not calming
jimi_hendrix-highway_chile;not sad
john_cale-pablo_picasso;not happy
john_cale-pablo_picasso;not calming
john_cale-pablo_picasso;sad
john_cale-pablo_picasso;angry
john_coltrane-giant_steps;not sad
john_coltrane-giant_steps;not calming
john_coltrane-giant_steps;happy
john_lee_hooker-boom_boom;not angry - agressive
john_lee_hooker-boom_boom;happy
john_lee_hooker-boom_boom;not sad
john_lee_hooker-boom_boom;calming
john_lennon-imagine;not angry - agressive
johnny_cash-the_man_comes_around;not angry - agressive
johnny_cash-the_man_comes_around;not sad
johnny_cash-the_man_comes_around;calming
joram-solipsism;not sad
joy_division-love_will_tear_us_apart;not angry - agressive
joy_division-love_will_tear_us_apart;not sad
kansas-carry_on_wayward_son;not calming
kansas-carry_on_wayward_son;not angry - agressive
kenji_williams-i_m_alive;not angry - agressive
kenji_williams-i_m_alive;not happy
kenji_williams-i_m_alive;calming
king_crimson-thela_hun_ginjeet;not happy
king_crimson-thela_hun_ginjeet;not sad
king_crimson-thela_hun_ginjeet;not calming
kiss-deuce;not calming
kokoon-order;not angry - agressive
kokoon-order;not calming
kool_and_the_gang-funky_stuff;not calming
kool_and_the_gang-funky_stuff;happy
kool_and_the_gang-funky_stuff;not angry - agressive
kool_and_the_gang-funky_stuff;not sad
kourosh_zolani-peaceful_planet;not angry - agressive
kourosh_zolani-peaceful_planet;calming
kourosh_zolani-peaceful_planet;not sad
kraftwerk-spacelab;not sad
kraftwerk-spacelab;not angry - agressive
kris_kristofferson-the_best_of_all_possible_worlds;not calming
kris_kristofferson-the_best_of_all_possible_worlds;not angry - agressive
lambert_hendricks_and_ross-gimme_that_wine;happy
lambert_hendricks_and_ross-gimme_that_wine;not angry - agressive
lambert_hendricks_and_ross-gimme_that_wine;not sad
led_zeppelin-immigrant_song;not calming
led_zeppelin-immigrant_song;angry
leonard_cohen-suzanne;calming
leonard_cohen-suzanne;not angry - agressive
lisa_debenedictis-fruitless;not angry - agressive
lisa_debenedictis-fruitless;not happy
live-lightning_crashes;sad
live-lightning_crashes;not happy
liz_phair-supernova;not calming
liz_phair-supernova;not happy
liz_phair-supernova;angry
ll_cool_j-mama_said_knock_you_out;angry
ll_cool_j-mama_said_knock_you_out;aggressive
ll_cool_j-mama_said_knock_you_out;not sad
ll_cool_j-mama_said_knock_you_out;not calming
los_lobos-corrido_1;not angry - agressive
