MT0000008995;Q3;;;;;;;
MT0000010219;Q3;;;;;;;
MT0000010844;Q4;;;;;;;
MT0000011357;Q2;;;;;;;
MT0000011975;Q2;;;;;;;
MT0000022993;Q3;;;;;;;
MT0000026571;Q4;;;;;;;
MT0000027422;Q3;;;;;;;
MT0000027476;Q3;;;;;;;
MT0000030834;Q4;;;;;;;
MT0000031210;Q3;;;;;;;
MT0000038502;Q2;;;;;;;
MT0000040632;Q1;;;;;;;
MT0000040773;Q1;;;;;;;
MT0000042939;Q2;;;;;;;
MT0000043184;Q3;;;;;;;
MT0000044741;Q3;;;;;;;
MT0000045345;Q1;;;;;;;
MT0000048600;Q4;;;;;;;
MT0000054705;Q4;;;;;;;
MT0000059269;Q3;;;;;;;
MT0000060906;Q3;;;;;;;
MT0000062500;Q3;;;;;;;
MT0000063684;Q4;;;;;;;
MT0000066236;Q2;;;;;;;
MT0000066421;Q4;;;;;;;
MT0000074128;Q3;;;;;;;
MT0000080053;Q1;;;;;;;
MT0000082188;Q3;;;;;;;
MT0000086233;Q3;;;;;;;
MT0000088320;Q3;;;;;;;
MT0000089238;Q2;;;;;;;
MT0000089410;Q4;;;;;;;
MT0000091401;Q1;;;;;;;
MT0000091781;Q3;;;;;;;
MT0000092267;Q4;;;;;;;
MT0000092637;Q3;;;;;;;
MT0000093583;Q1;;;;;;;
MT0000095414;Q3;;;;;;;
MT0000097008;Q4;;;;;;;
MT0000097948;Q4;;;;;;;
MT0000098581;Q3;;;;;;;
MT0000103049;Q4;;;;;;;
MT0000103874;Q1;;;;;;;
MT0000104363;Q1;;;;;;;
MT0000105492;Q1;;;;;;;
MT0000110175;Q1;;;;;;;
MT0000113311;Q1;;;;;;;
MT0000117176;Q4;;;;;;;
MT0000119701;Q4;;;;;;;
MT0000119987;Q1;;;;;;;
MT0000123853;Q3;;;;;;;
MT0000124779;Q3;;;;;;;
MT0000128573;Q1;;;;;;;
MT0000133200;Q2;;;;;;;
MT0000135916;Q4;;;;;;;
MT0000144160;Q4;;;;;;;
MT0000145509;Q2;;;;;;;
MT0000146284;Q4;;;;;;;
MT0000146966;Q1;;;;;;;
MT0000147182;Q4;;;;;;;
MT0000151451;Q4;;;;;;;
MT0000151529;Q3;;;;;;;
MT0000153970;Q2;;;;;;;
MT0000162219;Q3;;;;;;;
MT0000164441;Q4;;;;;;;
MT0000169174;Q2;;;;;;;
MT0000169836;Q2;;;;;;;
MT0000171421;Q3;;;;;;;
MT0000171852;Q3;;;;;;;
MT0000174580;Q1;;;;;;;
MT0000175597;Q3;;;;;;;
MT0000177451;Q3;;;;;;;
MT0000177878;Q4;;;;;;;
MT0000185453;Q3;;;;;;;
MT0000185601;Q1;;;;;;;
MT0000186467;Q2;;;;;;;
MT0000190640;Q2;;;;;;;
MT0000192913;Q3;;;;;;;
MT0000192982;Q3;;;;;;;
MT0000195705;Q4;;;;;;;
MT0000197431;Q1;;;;;;;
MT0000202045;Q4;;;;;;;
MT0000203193;Q4;;;;;;;
MT0000203272;Q3;;;;;;;
MT0000204016;Q1;;;;;;;
MT0000214287;Q3;;;;;;;
MT0000216849;Q2;;;;;;;
MT0000218346;Q4;;;;;;;
MT0000222773;Q4;;;;;;;
MT0000225806;Q1;;;;;;;
MT0000231442;Q2;;;;;;;
MT0000231784;Q2;;;;;;;
MT0000235880;Q4;;;;;;;
MT0000245808;Q1;;;;;;;
MT0000249842;Q1;;;;;;;
MT0000252574;Q1;;;;;;;
MT0000255724;Q3;;;;;;;
MT0000258223;Q4;;;;;;;
MT0000258646;Q2;;;;;;;
MT0000265621;Q4;;;;;;;
MT0000268576;Q3;;;;;;;
MT0000270200;Q2;;;;;;;
MT0000271454;Q1;;;;;;;
MT0000271970;Q2;;;;;;;
MT0000273374;Q4;;;;;;;
MT0000277032;Q4;;;;;;;
MT0000277633;Q3;;;;;;;
MT0000283043;Q2;;;;;;;
MT0000287606;Q4;;;;;;;
MT0000287921;Q2;;;;;;;
MT0000289116;Q3;;;;;;;
MT0000292000;Q4;;;;;;;
MT0000293345;Q3;;;;;;;
MT0000299291;Q3;;;;;;;
MT0000300896;Q3;;;;;;;
MT0000302038;Q1;;;;;;;
MT0000310204;Q1;;;;;;;
MT0000312152;Q3;;;;;;;
MT0000315363;Q1;;;;;;;
MT0000315392;Q3;;;;;;;
MT0000316110;Q2;;;;;;;
MT0000318206;Q2;;;;;;;
MT0000318279;Q4;;;;;;;
MT0000320757;Q3;;;;;;;
MT0000321394;Q2;;;;;;;
MT0000321824;Q4;;;;;;;
MT0000325093;Q1;;;;;;;
MT0000335310;Q4;;;;;;;
MT0000336135;Q4;;;;;;;
MT0000348553;Q4;;;;;;;
MT0000353361;Q3;;;;;;;
MT0000357325;Q3;;;;;;;
MT0000364027;Q1;;;;;;;
MT0000369188;Q1;;;;;;;
MT0000370694;Q4;;;;;;;
MT0000379144;Q3;;;;;;;
MT0000380307;Q4;;;;;;;
MT0000380971;Q3;;;;;;;
MT0000381928;Q3;;;;;;;
MT0000391566;Q4;;;;;;;
MT0000392975;Q1;;;;;;;
MT0000398595;Q4;;;;;;;
MT0000400490;Q1;;;;;;;
MT0000401186;Q1;;;;;;;
MT0000401600;Q1;;;;;;;
MT0000408441;Q3;;;;;;;
MT0000409922;Q4;;;;;;;
MT0000413173;Q3;;;;;;;
MT0000414517;Q1;;;;;;;
MT0000419956;Q2;;;;;;;
MT0000421504;Q4;;;;;;;
MT0000425270;Q2;;;;;;;
MT0000426771;Q3;;;;;;;
MT0000426880;Q1;;;;;;;
MT0000436815;Q4;;;;;;;
MT0000441552;Q2;;;;;;;
MT0000442827;Q1;;;;;;;
MT0000446304;Q3;;;;;;;
MT0000447539;Q4;;;;;;;
MT0000456939;Q2;;;;;;;
MT0000460480;Q4;;;;;;;
MT0000463371;Q2;;;;;;;
MT0000475876;Q1;;;;;;;
MT0000481304;Q4;;;;;;;
MT0000483039;Q4;;;;;;;
MT0000487439;Q3;;;;;;;
MT0000497520;Q1;;;;;;;
MT0000515256;Q3;;;;;;;
MT0000518591;Q1;;;;;;;
MT0000522450;Q1;;;;;;;
MT0000522789;Q4;;;;;;;
MT0000522938;Q2;;;;;;;
MT0000523576;Q4;;;;;;;
MT0000524741;Q4;;;;;;;
MT0000526302;Q4;;;;;;;
MT0000526867;Q3;;;;;;;
MT0000534539;Q3;;;;;;;
MT0000540286;Q1;;;;;;;
MT0000546446;Q1;;;;;;;
MT0000547065;Q3;;;;;;;
MT0000549945;Q4;;;;;;;
MT0000550961;Q4;;;;;;;
MT0000553622;Q3;;;;;;;
MT0000556349;Q1;;;;;;;
MT0000562195;Q2;;;;;;;
MT0000567692;Q3;;;;;;;
MT0000570966;Q3;;;;;;;
MT0000576231;Q2;;;;;;;
MT0000581530;Q1;;;;;;;
MT0000595581;Q4;;;;;;;
MT0000599398;Q4;;;;;;;
MT0000603187;Q3;;;;;;;
MT0000603561;Q3;;;;;;;
MT0000604234;Q2;;;;;;;
MT0000615489;Q1;;;;;;;
MT0000619767;Q3;;;;;;;
MT0000620635;Q4;;;;;;;
MT0000621840;Q1;;;;;;;
MT0000630628;Q4;;;;;;;
MT0000631491;Q4;;;;;;;
MT0000633351;Q4;;;;;;;
MT0000636335;Q4;;;;;;;
MT0000638424;Q4;;;;;;;
MT0000638634;Q4;;;;;;;
MT0000642549;Q2;;;;;;;
MT0000643201;Q3;;;;;;;
MT0000647818;Q4;;;;;;;
MT0000652082;Q4;;;;;;;
MT0000661250;Q3;;;;;;;
MT0000661847;Q4;;;;;;;
MT0000664362;Q1;;;;;;;
MT0000666429;Q2;;;;;;;
MT0000670865;Q4;;;;;;;
MT0000672880;Q1;;;;;;;
MT0000685324;Q3;;;;;;;
MT0000685538;Q3;;;;;;;
MT0000685552;Q3;;;;;;;
MT0000688115;Q3;;;;;;;
MT0000688312;Q3;;;;;;;
MT0000694316;Q2;;;;;;;
MT0000698081;Q4;;;;;;;
MT0000704913;Q1;;;;;;;
MT0000707663;Q4;;;;;;;
MT0000712071;Q1;;;;;;;
MT0000712316;Q1;;;;;;;
MT0000714708;Q1;;;;;;;
MT0000716124;Q1;;;;;;;
MT0000720686;Q3;;;;;;;
MT0000721873;Q1;;;;;;;
MT0000723464;Q4;;;;;;;
MT0000724357;Q2;;;;;;;
MT0000727738;Q3;;;;;;;
MT0000732821;Q2;;;;;;;
MT0000734482;Q4;;;;;;;
MT0000735056;Q2;;;;;;;
MT0000741489;Q2;;;;;;;
MT0000744293;Q2;;;;;;;
MT0000746822;Q4;;;;;;;
MT0000747666;Q3;;;;;;;
MT0000753074;Q4;;;;;;;
MT0000754511;Q4;;;;;;;
MT0000762097;Q4;;;;;;;
MT0000763275;Q3;;;;;;;
MT0000764951;Q3;;;;;;;
MT0000766316;Q1;;;;;;;
MT0000772749;Q1;;;;;;;
MT0000773391;Q1;;;;;;;
MT0000775053;Q4;;;;;;;
MT0000776108;Q3;;;;;;;
MT0000778102;Q2;;;;;;;
MT0000780401;Q3;;;;;;;
MT0000783307;Q2;;;;;;;
MT0000789330;Q2;;;;;;;
MT0000793161;Q4;;;;;;;
MT0000796526;Q3;;;;;;;
MT0000805883;Q4;;;;;;;
MT0000807741;Q1;;;;;;;
MT0000808227;Q2;;;;;;;
MT0000811092;Q4;;;;;;;
MT0000811743;Q3;;;;;;;
MT0000825920;Q4;;;;;;;
MT0000829531;Q2;;;;;;;
MT0000829765;Q3;;;;;;;
MT0000832464;Q3;;;;;;;
MT0000834505;Q2;;;;;;;
MT0000848769;Q4;;;;;;;
MT0000850050;Q3;;;;;;;
MT0000850957;Q2;;;;;;;
MT0000851865;Q1;;;;;;;
MT0000852582;Q2;;;;;;;
MT0000853072;Q3;;;;;;;
MT0000854722;Q1;;;;;;;
MT0000857091;Q3;;;;;;;
MT0000863232;Q4;;;;;;;
MT0000863543;Q1;;;;;;;
MT0000871290;Q1;;;;;;;
MT0000874482;Q2;;;;;;;
MT0000875199;Q3;;;;;;;
MT0000875520;Q1;;;;;;;
MT0000886390;Q1;;;;;;;
MT0000886723;Q3;;;;;;;
MT0000888329;Q4;;;;;;;
MT0000889229;Q3;;;;;;;
MT0000892306;Q2;;;;;;;
MT0000895003;Q2;;;;;;;
MT0000895905;Q4;;;;;;;
MT0000897883;Q1;;;;;;;
MT0000900387;Q2;;;;;;;
MT0000900995;Q4;;;;;;;
MT0000901959;Q4;;;;;;;
MT0000903225;Q4;;;;;;;
MT0000906888;Q4;;;;;;;
MT0000910270;Q2;;;;;;;
MT0000913916;Q4;;;;;;;
MT0000920227;Q4;;;;;;;
MT0000927561;Q2;;;;;;;
MT0000931402;Q3;;;;;;;
MT0000934613;Q2;;;;;;;
MT0000936370;Q1;;;;;;;
MT0000941301;Q3;;;;;;;
MT0000945118;Q4;;;;;;;
MT0000948111;Q1;;;;;;;
MT0000949813;Q3;;;;;;;
MT0000950090;Q3;;;;;;;
MT0000954088;Q1;;;;;;;
MT0000956340;Q2;;;;;;;
MT0000971834;Q2;;;;;;;
MT0000972004;Q2;;;;;;;
MT0000980148;Q4;;;;;;;
MT0000982297;Q1;;;;;;;
MT0000984023;Q2;;;;;;;
MT0000992846;Q1;;;;;;;
MT0001016068;Q3;;;;;;;
MT0001020011;Q4;;;;;;;
MT0001026170;Q1;;;;;;;
MT0001030436;Q3;;;;;;;
MT0001032211;Q4;;;;;;;
MT0001035786;Q3;;;;;;;
MT0001042055;Q4;;;;;;;
MT0001043721;Q2;;;;;;;
MT0001051344;Q4;;;;;;;
MT0001052263;Q3;;;;;;;
MT0001053268;Q1;;;;;;;
MT0001057748;Q4;;;;;;;
MT0001058887;Q4;;;;;;;
MT0001062700;Q3;;;;;;;
MT0001062974;Q2;;;;;;;
MT0001068364;Q3;;;;;;;
MT0001069996;Q4;;;;;;;
MT0001082164;Q1;;;;;;;
MT0001084055;Q4;;;;;;;
MT0001084444;Q1;;;;;;;
MT0001094338;Q4;;;;;;;
MT0001095298;Q3;;;;;;;
MT0001098562;Q2;;;;;;;
MT0001101467;Q2;;;;;;;
MT0001102610;Q3;;;;;;;
MT0001104467;Q3;;;;;;;
MT0001106114;Q4;;;;;;;
MT0001108070;Q4;;;;;;;
MT0001109401;Q4;;;;;;;
MT0001115644;Q3;;;;;;;
MT0001116511;Q2;;;;;;;
MT0001117815;Q1;;;;;;;
MT0001121577;Q4;;;;;;;
MT0001134958;Q3;;;;;;;
MT0001137053;Q3;;;;;;;
MT0001144930;Q4;;;;;;;
MT0001152165;Q4;;;;;;;
MT0001152664;Q3;;;;;;;
MT0001153847;Q1;;;;;;;
MT0001156310;Q3;;;;;;;
MT0001157069;Q3;;;;;;;
MT0001168323;Q4;;;;;;;
MT0001169715;Q1;;;;;;;
MT0001183783;Q4;;;;;;;
MT0001189913;Q1;;;;;;;
MT0001193202;Q2;;;;;;;
MT0001193331;Q1;;;;;;;
MT0001193971;Q3;;;;;;;
MT0001194164;Q3;;;;;;;
MT0001195535;Q4;;;;;;;
MT0001202986;Q1;;;;;;;
MT0001217651;Q1;;;;;;;
MT0001227219;Q4;;;;;;;
MT0001230193;Q2;;;;;;;
MT0001230298;Q3;;;;;;;
MT0001243097;Q4;;;;;;;
MT0001243566;Q1;;;;;;;
MT0001253889;Q3;;;;;;;
MT0001256033;Q3;;;;;;;
MT0001265984;Q3;;;;;;;
MT0001266436;Q3;;;;;;;
MT0001267997;Q4;;;;;;;
MT0001276044;Q2;;;;;;;
MT0001277283;Q3;;;;;;;
MT0001284282;Q1;;;;;;;
MT0001284801;Q3;;;;;;;
MT0001287647;Q2;;;;;;;
MT0001289749;Q1;;;;;;;
MT0001292451;Q1;;;;;;;
MT0001297031;Q3;;;;;;;
MT0001298241;Q3;;;;;;;
MT0001301827;Q4;;;;;;;
MT0001302466;Q3;;;;;;;
MT0001305231;Q4;;;;;;;
MT0001305550;Q3;;;;;;;
MT0001309422;Q3;;;;;;;
MT0001313815;Q4;;;;;;;
MT0001318718;Q1;;;;;;;
MT0001321861;Q2;;;;;;;
MT0001323755;Q4;;;;;;;
MT0001323890;Q3;;;;;;;
MT0001328889;Q2;;;;;;;
MT0001331047;Q3;;;;;;;
MT0001332899;Q3;;;;;;;
MT0001333258;Q2;;;;;;;
MT0001335920;Q1;;;;;;;
MT0001339839;Q3;;;;;;;
MT0001340527;Q3;;;;;;;
MT0001347462;Q4;;;;;;;
MT0001353828;Q2;;;;;;;
MT0001356476;Q1;;;;;;;
MT0001356637;Q3;;;;;;;
MT0001361436;Q2;;;;;;;
MT0001362313;Q3;;;;;;;
MT0001368531;Q4;;;;;;;
MT0001369981;Q3;;;;;;;
MT0001370627;Q4;;;;;;;
MT0001372070;Q3;;;;;;;
MT0001376988;Q2;;;;;;;
MT0001377616;Q4;;;;;;;
MT0001377742;Q2;;;;;;;
MT0001380360;Q2;;;;;;;
MT0001383277;Q2;;;;;;;
MT0001385947;Q3;;;;;;;
MT0001394087;Q4;;;;;;;
MT0001395462;Q3;;;;;;;
MT0001397431;Q2;;;;;;;
MT0001404677;Q3;;;;;;;
MT0001417252;Q4;;;;;;;
MT0001418045;Q1;;;;;;;
MT0001435061;Q3;;;;;;;
MT0001436086;Q4;;;;;;;
MT0001438043;Q4;;;;;;;
MT0001440624;Q3;;;;;;;
MT0001453285;Q3;;;;;;;
MT0001463745;Q4;;;;;;;
MT0001472536;Q3;;;;;;;
MT0001473110;Q2;;;;;;;
MT0001473158;Q2;;;;;;;
MT0001474073;Q3;;;;;;;
MT0001477169;Q4;;;;;;;
MT0001486960;Q1;;;;;;;
MT0001494267;Q3;;;;;;;
MT0001494812;Q4;;;;;;;
MT0001497191;Q1;;;;;;;
MT0001497786;Q3;;;;;;;
MT0001504929;Q1;;;;;;;
MT0001509368;Q1;;;;;;;
MT0001509615;Q3;;;;;;;
MT0001510617;Q2;;;;;;;
MT0001511433;Q4;;;;;;;
MT0001514284;Q1;;;;;;;
MT0001515028;Q4;;;;;;;
MT0001515531;Q3;;;;;;;
MT0001518335;Q3;;;;;;;
MT0001520918;Q4;;;;;;;
MT0001521543;Q1;;;;;;;
MT0001523435;Q3;;;;;;;
MT0001526386;Q3;;;;;;;
MT0001526514;Q1;;;;;;;
MT0001528638;Q4;;;;;;;
MT0001531856;Q1;;;;;;;
MT0001531906;Q4;;;;;;;
MT0001533920;Q3;;;;;;;
MT0001542457;Q2;;;;;;;
MT0001542676;Q3;;;;;;;
MT0001547111;Q3;;;;;;;
MT0001548914;Q3;;;;;;;
MT0001553573;Q2;;;;;;;
MT0001554870;Q2;;;;;;;
MT0001566152;Q3;;;;;;;
MT0001574245;Q1;;;;;;;
MT0001578777;Q2;;;;;;;
MT0001583214;Q2;;;;;;;
MT0001586807;Q1;;;;;;;
MT0001590201;Q2;;;;;;;
MT0001590644;Q2;;;;;;;
MT0001594582;Q4;;;;;;;
MT0001595082;Q2;;;;;;;
MT0001598707;Q3;;;;;;;
MT0001605268;Q1;;;;;;;
MT0001608499;Q3;;;;;;;
MT0001609615;Q4;;;;;;;
MT0001609626;Q1;;;;;;;
MT0001610102;Q1;;;;;;;
MT0001610914;Q3;;;;;;;
MT0001613887;Q2;;;;;;;
MT0001615005;Q2;;;;;;;
MT0001615082;Q4;;;;;;;
MT0001616074;Q2;;;;;;;
MT0001624303;Q4;;;;;;;
MT0001634305;Q3;;;;;;;
MT0001638394;Q4;;;;;;;
MT0001639011;Q1;;;;;;;
MT0001641165;Q2;;;;;;;
MT0001641166;Q2;;;;;;;
MT0001641430;Q3;;;;;;;
MT0001642019;Q2;;;;;;;
MT0001644811;Q4;;;;;;;
MT0001646256;Q3;;;;;;;
MT0001648703;Q2;;;;;;;
MT0001653728;Q4;;;;;;;
MT0001658982;Q3;;;;;;;
MT0001661022;Q4;;;;;;;
MT0001667621;Q4;;;;;;;
MT0001671399;Q1;;;;;;;
MT0001673884;Q3;;;;;;;
MT0001676671;Q4;;;;;;;
MT0001680969;Q1;;;;;;;
MT0001696863;Q1;;;;;;;
MT0001699798;Q4;;;;;;;
MT0001701648;Q1;;;;;;;
MT0001703346;Q1;;;;;;;
MT0001710592;Q2;;;;;;;
MT0001729778;Q4;;;;;;;
MT0001732928;Q4;;;;;;;
MT0001738256;Q2;;;;;;;
MT0001741017;Q1;;;;;;;
MT0001742519;Q3;;;;;;;
MT0001747053;Q3;;;;;;;
MT0001757676;Q1;;;;;;;
MT0001760172;Q3;;;;;;;
MT0001765726;Q4;;;;;;;
MT0001766004;Q2;;;;;;;
MT0001768550;Q4;;;;;;;
MT0001770136;Q1;;;;;;;
MT0001779167;Q2;;;;;;;
MT0001795697;Q1;;;;;;;
MT0001801454;Q2;;;;;;;
MT0001810607;Q3;;;;;;;
MT0001829666;Q1;;;;;;;
MT0001831738;Q1;;;;;;;
MT0001832838;Q4;;;;;;;
MT0001835551;Q2;;;;;;;
MT0001839466;Q3;;;;;;;
MT0001841416;Q3;;;;;;;
MT0001844620;Q3;;;;;;;
MT0001852290;Q2;;;;;;;
MT0001853221;Q3;;;;;;;
MT0001855865;Q1;;;;;;;
MT0001862892;Q3;;;;;;;
MT0001868336;Q3;;;;;;;
MT0001870847;Q4;;;;;;;
MT0001871732;Q3;;;;;;;
MT0001877603;Q4;;;;;;;
MT0001889075;Q2;;;;;;;
MT0001889244;Q1;;;;;;;
MT0001891229;Q2;;;;;;;
MT0001891260;Q3;;;;;;;
MT0001898830;Q1;;;;;;;
MT0001899447;Q3;;;;;;;
MT0001899867;Q1;;;;;;;
MT0001910188;Q3;;;;;;;
MT0001916989;Q2;;;;;;;
MT0001920501;Q3;;;;;;;
MT0001927015;Q1;;;;;;;
MT0001927474;Q4;;;;;;;
MT0001927746;Q2;;;;;;;
MT0001927921;Q2;;;;;;;
MT0001929641;Q3;;;;;;;
MT0001934410;Q2;;;;;;;
MT0001934436;Q3;;;;;;;
MT0001934726;Q3;;;;;;;
MT0001938929;Q2;;;;;;;
MT0001942272;Q4;;;;;;;
MT0001943830;Q4;;;;;;;
MT0001949173;Q4;;;;;;;
MT0001952167;Q3;;;;;;;
MT0001954919;Q4;;;;;;;
MT0001962373;Q2;;;;;;;
MT0001963447;Q2;;;;;;;
MT0001967374;Q3;;;;;;;
MT0001967655;Q4;;;;;;;
MT0001972380;Q3;;;;;;;
MT0001972829;Q3;;;;;;;
MT0001974130;Q2;;;;;;;
MT0001978806;Q2;;;;;;;
MT0001980613;Q4;;;;;;;
MT0001982863;Q3;;;;;;;
MT0001988811;Q3;;;;;;;
MT0001992879;Q2;;;;;;;
MT0001993588;Q2;;;;;;;
MT0001993943;Q2;;;;;;;
MT0002006203;Q3;;;;;;;
MT0002006862;Q1;;;;;;;
MT0002007417;Q3;;;;;;;
MT0002012491;Q2;;;;;;;
MT0002014752;Q4;;;;;;;
MT0002024101;Q2;;;;;;;
MT0002024741;Q4;;;;;;;
MT0002033217;Q3;;;;;;;
MT0002034238;Q1;;;;;;;
MT0002050671;Q2;;;;;;;
MT0002052101;Q1;;;;;;;
MT0002053300;Q1;;;;;;;
MT0002054074;Q4;;;;;;;
MT0002057142;Q3;;;;;;;
MT0002060109;Q3;;;;;;;
MT0002068648;Q1;;;;;;;
MT0002070112;Q3;;;;;;;
MT0002071907;Q3;;;;;;;
MT0002078701;Q1;;;;;;;
MT0002086401;Q3;;;;;;;
MT0002087541;Q3;;;;;;;
MT0002088249;Q1;;;;;;;
MT0002099419;Q2;;;;;;;
MT0002113056;Q1;;;;;;;
MT0002119439;Q1;;;;;;;
MT0002124238;Q4;;;;;;;
MT0002126934;Q3;;;;;;;
MT0002131125;Q2;;;;;;;
MT0002132088;Q4;;;;;;;
MT0002139311;Q1;;;;;;;
MT0002142155;Q3;;;;;;;
MT0002156561;Q1;;;;;;;
MT0002161109;Q1;;;;;;;
MT0002169629;Q2;;;;;;;
MT0002177145;Q1;;;;;;;
MT0002179342;Q1;;;;;;;
MT0002193996;Q4;;;;;;;
MT0002203952;Q3;;;;;;;
MT0002216668;Q4;;;;;;;
MT0002218376;Q2;;;;;;;
MT0002219036;Q4;;;;;;;
MT0002219182;Q1;;;;;;;
MT0002222944;Q2;;;;;;;
MT0002222957;Q1;;;;;;;
MT0002225477;Q2;;;;;;;
MT0002233402;Q3;;;;;;;
MT0002238737;Q4;;;;;;;
MT0002239079;Q2;;;;;;;
MT0002242128;Q1;;;;;;;
MT0002249354;Q4;;;;;;;
MT0002250135;Q3;;;;;;;
MT0002252353;Q2;;;;;;;
MT0002262181;Q1;;;;;;;
MT0002272314;Q2;;;;;;;
MT0002277261;Q3;;;;;;;
MT0002291660;Q2;;;;;;;
MT0002294387;Q1;;;;;;;
MT0002298774;Q2;;;;;;;
MT0002307435;Q3;;;;;;;
MT0002308313;Q4;;;;;;;
MT0002308613;Q1;;;;;;;
MT0002316145;Q2;;;;;;;
MT0002323154;Q1;;;;;;;
MT0002325544;Q3;;;;;;;
MT0002325863;Q1;;;;;;;
MT0002327429;Q4;;;;;;;
MT0002336535;Q3;;;;;;;
MT0002337555;Q2;;;;;;;
MT0002342346;Q2;;;;;;;
MT0002343207;Q1;;;;;;;
MT0002347246;Q1;;;;;;;
MT0002349114;Q4;;;;;;;
MT0002351905;Q1;;;;;;;
MT0002355423;Q4;;;;;;;
MT0002359628;Q4;;;;;;;
MT0002360219;Q1;;;;;;;
MT0002362108;Q1;;;;;;;
MT0002366291;Q1;;;;;;;
MT0002371970;Q4;;;;;;;
MT0002372242;Q2;;;;;;;
MT0002379222;Q3;;;;;;;
MT0002379942;Q2;;;;;;;
MT0002385077;Q2;;;;;;;
MT0002390941;Q3;;;;;;;
MT0002396250;Q2;;;;;;;
MT0002397625;Q4;;;;;;;
MT0002399275;Q2;;;;;;;
MT0002415184;Q2;;;;;;;
MT0002438908;Q4;;;;;;;
